id,hotel,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces
12193,Resort Hotel,7,2016,March,10,2,2,5,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Contract,39.6,0
12194,City Hotel,103,2016,April,17,19,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119.0,,0,Transient,115.0,0
12195,City Hotel,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0
12196,Resort Hotel,0,2016,January,5,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,45.0,0
12197,City Hotel,168,2017,July,29,16,2,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0
12198,City Hotel,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0
12199,City Hotel,180,2016,May,19,2,1,1,2,0.0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,3.0,,0,Transient-Party,100.0,0
12200,City Hotel,39,2015,August,33,14,0,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,101.5,0
12201,City Hotel,245,2016,June,25,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0
12202,City Hotel,233,2016,October,42,14,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,90.0,0
12203,City Hotel,160,2017,August,32,7,1,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,173.7,0
12204,Resort Hotel,9,2016,April,17,20,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,77.0,1
12205,Resort Hotel,28,2016,April,16,11,1,0,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,65.0,0
12206,Resort Hotel,7,2016,January,4,18,1,3,1,0.0,0,BB,,Corporate,Corporate,0,0,2,A,A,0,No Deposit,,94.0,0,Transient,27.0,0
12207,City Hotel,11,2016,January,3,12,0,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,69.6,0
12208,City Hotel,162,2017,April,17,23,2,5,2,0.0,0,HB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,164.7,0
12209,City Hotel,164,2016,July,28,6,2,4,2,0.0,0,BB,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,99.45,0
12210,Resort Hotel,4,2017,January,2,14,0,1,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,C,0,No Deposit,168.0,,0,Transient-Party,68.0,0
12211,City Hotel,164,2015,October,40,2,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19.0,,0,Transient-Party,100.0,0
12212,City Hotel,28,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,98.0,,0,Transient-Party,130.0,0
12213,City Hotel,0,2017,January,2,9,1,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,3,A,A,0,No Deposit,,62.0,0,Transient,80.0,0
12214,City Hotel,279,2015,July,30,23,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,1,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.8,0
12215,City Hotel,8,2016,March,11,11,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,124.0,0
12216,Resort Hotel,300,2017,July,31,30,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,138.38,0
12217,City Hotel,282,2015,October,41,10,2,1,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,4.0,,0,Transient-Party,96.0,0
12218,City Hotel,226,2017,June,24,16,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0
12219,City Hotel,24,2016,April,17,22,0,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,141.0,1
12220,City Hotel,28,2015,October,44,29,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,98.0,,0,Transient-Party,130.0,0
12221,City Hotel,109,2016,August,33,11,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,131.4,0
12222,Resort Hotel,85,2017,April,17,29,2,5,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,48.0,0
12223,Resort Hotel,411,2017,May,22,31,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,71.1,0
12224,City Hotel,104,2017,May,20,15,1,2,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,160.0,0
12225,City Hotel,135,2016,August,35,23,0,5,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,94.5,0
12226,City Hotel,31,2016,August,35,23,2,5,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.6,0
12227,City Hotel,68,2016,February,8,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,37.0,,0,Transient,75.0,0
12228,City Hotel,1,2016,August,32,4,0,1,1,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0
12229,City Hotel,72,2017,March,11,16,2,3,2,0.0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,74.8,0
12230,Resort Hotel,25,2015,October,44,26,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8.0,,0,Contract,48.6,0
12231,City Hotel,3,2015,August,33,14,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,146.0,0
12232,Resort Hotel,159,2017,July,27,4,2,6,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,127.5,0
12233,City Hotel,238,2016,October,43,22,2,3,2,0.0,0,BB,CHE,Direct,Direct,0,0,0,B,B,1,No Deposit,14.0,,0,Transient-Party,81.28,0
12234,Resort Hotel,336,2017,June,25,22,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,88.2,0
12235,City Hotel,56,2017,February,5,1,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29.0,,0,Transient,60.0,0
12236,City Hotel,138,2017,March,11,18,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,68.07,0
12237,City Hotel,12,2016,May,20,13,2,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,216.0,0
12238,Resort Hotel,80,2016,April,15,7,0,3,2,0.0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,67.0,,0,Transient-Party,68.0,0
12239,City Hotel,8,2016,January,1,2,2,4,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,89.2,1
12240,City Hotel,53,2016,August,35,27,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,157.0,,0,Transient,77.04,0
12241,City Hotel,102,2015,July,31,29,2,5,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11.0,,0,Transient,46.66,0
12242,City Hotel,130,2017,July,27,3,1,1,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,F,G,0,No Deposit,14.0,,0,Transient,204.0,0
12243,City Hotel,4,2016,October,44,25,0,4,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,145.0,0
12244,City Hotel,208,2016,September,36,3,2,1,2,0.0,0,HB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient,161.1,0
12245,City Hotel,29,2016,August,34,16,0,2,2,0.0,0,SC,ROU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,85.0,,0,Transient,67.5,0
12246,City Hotel,1,2016,May,21,18,0,1,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,120.0,0
12247,Resort Hotel,4,2017,January,2,14,0,1,2,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,D,0,No Deposit,168.0,,0,Transient-Party,100.0,0
12248,City Hotel,50,2017,February,7,18,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,135.52,0
12249,City Hotel,91,2017,March,13,29,0,2,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,60.98,0
12250,City Hotel,16,2016,February,9,24,0,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,28.0,,0,Transient,0.0,0
12251,Resort Hotel,1,2016,April,15,6,0,2,2,0.0,0,BB,USA,Direct,TA/TO,0,0,0,E,E,0,No Deposit,,,0,Transient,85.0,0
12252,City Hotel,31,2016,September,38,16,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Group,75.0,0
12253,City Hotel,48,2016,August,32,1,1,1,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.4,0
12254,City Hotel,1,2016,October,43,18,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,22.0,,0,Transient,107.0,0
12255,City Hotel,172,2017,July,27,2,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,117.9,0
12256,City Hotel,35,2017,March,12,25,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,96.05,0
12257,City Hotel,6,2015,December,50,10,0,2,1,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient-Party,0.0,0
12258,City Hotel,167,2016,September,36,3,4,10,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.85,0
12259,City Hotel,342,2015,September,39,24,2,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,170.0,0
12260,Resort Hotel,1,2016,April,15,5,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,330.0,,0,Transient,67.5,1
12261,City Hotel,29,2017,January,3,18,0,3,1,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,171.0,,0,Transient-Party,65.0,0
12262,City Hotel,28,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12263,Resort Hotel,205,2017,June,24,17,2,5,3,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,92.34,0
12264,Resort Hotel,90,2017,June,26,28,2,5,2,0.0,0,BB,IRL,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,127.0,0
12265,City Hotel,9,2016,February,9,22,1,1,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,83.0,,0,Transient,86.8,0
12266,Resort Hotel,174,2016,June,27,27,3,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,76.5,0
12267,City Hotel,6,2017,February,6,9,2,5,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,91.8,0
12268,City Hotel,176,2016,March,13,20,2,4,1,0.0,0,BB,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,14.0,,0,Group,74.7,0
12269,City Hotel,15,2016,January,4,18,1,2,2,0.0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.0,0
12270,Resort Hotel,302,2017,May,19,9,0,4,1,0.0,0,HB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,57.5,0
12271,City Hotel,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0
12272,Resort Hotel,2,2016,January,5,29,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,45.0,0
12273,Resort Hotel,37,2017,May,18,1,1,5,2,0.0,0,HB,GBR,Direct,Direct,0,0,0,H,H,2,No Deposit,250.0,,0,Transient,202.0,0
12274,City Hotel,134,2017,July,30,24,2,5,2,1.0,0,BB,DEU,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,260.0,0
12275,Resort Hotel,193,2017,May,19,13,2,5,1,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,36.2,0
12276,City Hotel,27,2017,January,3,16,1,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.09,0
12277,City Hotel,3,2017,March,9,2,0,2,1,0.0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6.0,,0,Transient,75.0,0
12278,City Hotel,166,2016,November,45,1,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,,0,Transient,110.0,0
12279,City Hotel,395,2017,May,20,17,0,3,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0
12280,City Hotel,0,2017,June,26,28,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,87.0,,0,Transient-Party,120.0,0
12281,City Hotel,142,2017,May,21,24,0,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,126.0,0
12282,City Hotel,42,2015,November,45,4,0,3,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28.0,,0,Transient,60.0,0
12283,City Hotel,183,2016,October,44,28,2,2,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0
12284,Resort Hotel,25,2017,March,10,5,2,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,71.0,0
12285,City Hotel,54,2016,October,42,13,0,3,2,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,139.5,0
12286,Resort Hotel,45,2016,December,51,16,0,1,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,43.0,0
12287,City Hotel,28,2017,February,7,15,2,4,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,28.0,,0,Transient,75.0,0
12288,City Hotel,87,2016,June,27,26,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,77.29,0
12289,Resort Hotel,173,2016,October,41,5,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,84.29,0
12290,Resort Hotel,156,2017,May,19,8,2,5,1,0.0,0,HB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,434.0,,0,Transient-Party,60.0,0
12291,City Hotel,107,2017,March,11,12,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,83.0,,0,Transient,99.36,0
12292,Resort Hotel,20,2017,August,34,21,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,137.0,0
12293,City Hotel,38,2016,September,37,7,0,3,2,0.0,0,BB,ISR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,136.8,0
12294,Resort Hotel,182,2017,July,30,29,3,6,2,2.0,0,HB,ESP,Direct,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,223.14,0
12295,Resort Hotel,4,2015,November,48,27,1,2,1,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,38.0,0
12296,City Hotel,3,2016,March,13,21,1,3,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,129.0,0
12297,Resort Hotel,56,2017,June,22,2,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,149.57,1
12298,Resort Hotel,48,2016,August,32,2,2,9,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,189.0,0
12299,City Hotel,53,2017,March,11,18,2,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,57.93,0
12300,City Hotel,11,2016,June,25,14,0,3,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,D,D,0,Non Refund,,51.0,0,Transient,90.0,0
12301,Resort Hotel,119,2017,February,7,17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,52.0,0
12302,City Hotel,27,2016,November,46,6,2,3,1,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,7.0,,0,Transient,143.3,0
12303,City Hotel,13,2016,December,52,19,1,1,1,0.0,0,SC,DEU,Online TA,GDS,0,0,0,A,A,0,No Deposit,195.0,,0,Transient,78.0,0
12304,City Hotel,0,2016,January,4,18,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,70.2,0
12305,City Hotel,115,2016,March,13,20,2,0,1,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41.0,,22,Transient,70.0,0
12306,City Hotel,36,2016,April,15,8,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,B,1,No Deposit,9.0,,0,Transient-Party,103.95,1
12307,City Hotel,281,2015,July,30,25,2,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12308,Resort Hotel,15,2016,March,12,19,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,196.0,,0,Transient,38.0,0
12309,Resort Hotel,67,2016,July,31,26,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,195.0,0
12310,City Hotel,270,2016,April,17,20,0,4,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21.0,,187,Transient-Party,80.0,0
12311,City Hotel,87,2017,August,31,3,0,2,3,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,195.0,0
12312,City Hotel,290,2015,August,32,3,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0
12313,Resort Hotel,85,2016,April,17,21,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,76.0,0
12314,City Hotel,29,2016,October,41,3,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,143.03,0
12315,Resort Hotel,18,2017,January,4,27,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,467.0,,0,Transient,52.56,0
12316,Resort Hotel,10,2017,February,9,26,2,4,2,0.0,0,BB,PRT,Direct,Direct,1,0,2,F,F,0,No Deposit,250.0,,0,Transient,72.83,0
12317,City Hotel,13,2016,June,23,3,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,149.33,0
12318,City Hotel,186,2016,August,35,27,0,1,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,137.7,1
12319,Resort Hotel,118,2017,May,19,10,2,5,1,0.0,0,BB,IRL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,96.0,,0,Transient-Party,42.0,0
12320,City Hotel,95,2016,April,15,3,2,1,2,0.0,0,SC,AZE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,76.5,0
12321,City Hotel,313,2016,August,34,18,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9.0,,0,Contract,95.4,0
12322,City Hotel,112,2017,May,21,27,2,1,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,189.0,0
12323,City Hotel,28,2016,July,27,2,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,130.66,0
12324,City Hotel,3,2015,October,43,19,1,2,2,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,81.0,0,Transient,123.0,0
12325,City Hotel,109,2016,October,42,11,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0
12326,City Hotel,18,2015,August,35,29,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,98.57,0
12327,City Hotel,14,2017,May,20,16,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,125.4,0
12328,Resort Hotel,13,2016,June,27,27,2,5,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,H,H,2,No Deposit,,,0,Transient,194.0,1
12329,City Hotel,2,2017,May,20,18,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,1,0,2,A,A,0,No Deposit,,174.0,0,Transient,144.0,0
12330,Resort Hotel,67,2016,March,11,6,2,0,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,92.0,1
12331,City Hotel,154,2016,May,23,30,1,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27.0,,0,Transient,80.75,0
12332,City Hotel,15,2017,July,29,21,0,1,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9.0,,0,Transient-Party,138.0,0
12333,City Hotel,0,2016,August,33,10,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,2,No Deposit,,,0,Transient,180.0,0
12334,City Hotel,112,2016,May,19,6,0,2,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98.69,0
12335,Resort Hotel,6,2015,September,36,3,0,3,2,0.0,0,BB,FRA,Corporate,Direct,0,0,0,A,A,0,No Deposit,,268.0,0,Transient-Party,88.2,0
12336,Resort Hotel,240,2015,November,45,6,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,240.0,,0,Transient,59.4,0
12337,City Hotel,1,2016,October,44,28,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,20.0,,0,Transient-Party,95.0,1
12338,City Hotel,13,2015,September,37,11,0,1,1,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,95.0,0
12339,City Hotel,4,2016,April,17,17,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,7.0,,0,Transient,152.85,0
12340,City Hotel,161,2016,March,13,25,1,2,3,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,Non Refund,12.0,,101,Transient,130.0,0
12341,City Hotel,27,2016,October,43,16,2,0,2,0.0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,28.0,,0,Transient,85.0,0
12342,City Hotel,25,2016,September,38,16,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,155.67,0
12343,Resort Hotel,83,2017,February,5,4,2,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,42.0,0
12344,Resort Hotel,38,2017,May,21,25,1,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,242.0,,0,Transient,170.0,0
12345,Resort Hotel,178,2017,May,18,1,1,3,2,0.0,0,BB,CN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,94.26,0
12346,City Hotel,269,2016,December,53,29,2,3,1,0.0,0,BB,SWE,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,12.0,,0,Transient-Party,70.0,0
12347,City Hotel,116,2016,February,10,28,2,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,134.0,,0,Transient-Party,76.0,0
12348,City Hotel,16,2017,July,27,6,0,2,2,0.0,0,BB,CHN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,9.0,,0,Transient,171.0,0
12349,Resort Hotel,149,2017,June,23,4,4,6,2,0.0,0,HB,GBR,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,314.0,,0,Transient,115.4,0
12350,City Hotel,26,2015,September,36,5,1,1,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Contract,95.0,0
12351,Resort Hotel,10,2015,October,44,27,0,2,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,72.5,0
